"","PORO","PERMX"
"2117",0.16,11.35873
"2118",0.16,13.2714
"2119",0.16,12.41818
"2120",0.16,27.0991
"2121",0.16,10.49521
"2122",0.16,2.86172
"2123",0.16,2.46272
"2124",0.16,3.32355
"2125",0.16,3.07129
"2126",0.16,3.01272
"2127",0.16,2.28031
"2128",0.16,5.42405
"2129",0.16,6.51614
"2130",0.16,7.9502
"2131",0.16,11.21594
"2132",0.16,9.71445
"2133",0.16,9.54263
"2134",0.16,8.97086
"2135",0.16,8.40498
"2136",0.16,15.42117
"2137",0.16,22.33728
"2138",0.16,21.52711
"2139",0.16,18.28578
"2140",0.16,9.23912
"2141",0.16,14.99755
"2142",0.16,13.32263
"2143",0.16,6.09415
"2144",0.16,3.32258
"2145",0.16,1.35662
"2146",0.16,2.1884
"2147",0.16,2.08698
"2148",0.16,1.33616
"2149",0.16,2.01906
"2150",0.16,3.73754
"2151",0.16,4.98654
"2152",0.16,3.35481
"2153",0.16,4.30392
"2154",0.16,7.32808
"2155",0.16,5.50686
"2156",0.16,6.97752
"2157",0.16,11.20384
"2158",0.16,16.36571
"2159",0.16,15.00816
"2160",0.16,17.97745
"2161",0.16,14.08176
"2162",0.16,4.30493
"2163",0.16,2.09695
"2164",0.16,2.2863
"2165",0.16,1.72935
"2166",0.16,2.48242
"2167",0.16,4.90834
"2168",0.16,6.54624
"2169",0.16,5.66672
"2170",0.16,4.57685
"2171",0.16,9.08238
"2172",0.16,19.2481
"2173",0.16,7.439
"2174",0.16,6.99315
"2175",0.16,5.43494
"2176",0.16,11.77666
"2177",0.16,15.98423
"2178",0.16,29.08554
"2179",0.16,19.27694
"2180",0.16,20.57284
"2181",0.16,44.34171
"2182",0.16,24.74549
"2183",0.16,10.48635
"2184",0.16,4.20092
"2185",0.16,3.05801
"2186",0.16,2.15074
"2187",0.16,3.20957
"2188",0.16,1.87609
"2189",0.16,1.4712
"2190",0.16,2.55004
"2191",0.16,3.0782
"2192",0.16,3.0528
"2193",0.16,4.65099
"2194",0.16,4.10876
"2195",0.16,3.32577
"2196",0.16,5.93165
"2197",0.16,7.49014
"2198",0.16,10.38172
"2199",0.16,12.29058
"2200",0.16,14.03001
"2201",0.16,21.85259
"2202",0.16,11.59275
"2203",0.16,3.77705
"2204",0.16,2.00565
"2205",0.16,1.14595
"2206",0.16,1.4121
"2207",0.16,3.14749
"2208",0.16,2.45967
"2209",0.16,4.4734
"2210",0.16,3.6862
"2211",0.16,6.36027
"2212",0.16,4.33124
"2213",0.16,4.88142
"2214",0.16,3.61493
"2215",0.16,6.90335
"2216",0.16,13.11569
"2217",0.16,28.10748
"2218",0.16,42.89521
"2219",0.16,57.47153
"2220",0.16,57.27572
"2221",0.16,91.37558
"2222",0.16,38.59
"2223",0.16,11.60312
"2224",0.16,7.65594
"2225",0.16,3.23714
"2226",0.16,1.93029
"2227",0.16,2.55135
"2228",0.16,1.77504
"2229",0.16,1.94592
"2230",0.16,1.72109
"2231",0.16,2.40617
"2232",0.16,2.09184
"2233",0.16,4.63835
"2234",0.16,3.81662
"2235",0.16,4.59013
"2236",0.16,4.50807
"2237",0.16,11.20367
"2238",0.16,16.86785
"2239",0.16,15.04755
"2240",0.16,11.8636
"2241",0.16,72.04565
"2242",0.16,14.0079
"2243",0.16,6.3866
"2244",0.16,2.95762
"2245",0.16,1.5837
"2246",0.16,1.25566
"2247",0.16,1.15131
"2248",0.16,1.17683
"2249",0.16,1.87643
"2250",0.16,2.28414
"2251",0.16,2.47513
"2252",0.16,3.46268
"2253",0.16,4.95301
"2254",0.16,6.83699
"2255",0.16,7.61601
"2256",0.16,11.03729
"2257",0.16,34.24025
"2258",0.16,57.05412
"2259",0.16,103.10228
"2260",0.16,243.978
"2261",0.16,123.57343
"2262",0.16,64.90059
"2263",0.16,16.98725
"2264",0.16,4.98431
"2265",0.16,1.79759
"2266",0.16,1.62309
"2267",0.16,1.17666
"2268",0.16,1.43676
"2269",0.16,2.27171
"2270",0.16,0.93904
"2271",0.16,1.58745
"2272",0.16,2.79208
"2273",0.16,4.46701
"2274",0.16,6.92941
"2275",0.16,5.09901
"2276",0.16,8.61198
"2277",0.16,14.16868
"2278",0.16,11.42097
"2279",0.16,12.32445
"2280",0.16,5.47067
"2281",0.16,68.47925
"2282",0.16,30.49336
"2283",0.16,11.39391
"2284",0.16,5.02278
"2285",0.16,2.46789
"2286",0.16,1.72138
"2287",0.16,1.43357
"2288",0.16,1.33378
"2289",0.16,1.1775
"2290",0.16,1.66666
"2291",0.16,2.7214
"2292",0.16,2.97088
"2293",0.16,3.67773
"2294",0.16,4.41632
"2295",0.16,7.98014
"2296",0.16,30.44005
"2297",0.16,61.72762
"2298",0.16,173.43854
"2299",0.16,333.68674
"2300",0.16,735.75769
"2301",0.16,211.0675
"2302",0.16,85.9193
"2303",0.16,18.30338
"2304",0.16,4.86288
"2305",0.16,1.002
"2306",0.16,0.71163
"2307",0.16,0.6488
"2308",0.16,1.32057
"2309",0.16,1.13953
"2310",0.16,1.05942
"2311",0.16,2.7494
"2312",0.16,3.06414
"2313",0.16,5.70379
"2314",0.16,8.14464
"2315",0.16,5.85749
"2316",0.16,5.85378
"2317",0.16,8.3909
"2318",0.16,8.73182
"2319",0.16,4.44411
"2320",0.16,4.894
"2321",0.16,61.42667
"2322",0.16,26.3115
"2323",0.16,7.55084
"2324",0.16,7.29258
"2325",0.16,4.76253
"2326",0.16,2.7798
"2327",0.16,1.30065
"2328",0.16,1.58463
"2329",0.16,1.22339
"2330",0.16,2.19604
"2331",0.16,2.25818
"2332",0.16,3.4672
"2333",0.16,2.2831
"2334",0.16,1.61717
"2335",0.16,7.28939
"2336",0.16,30.23771
"2337",0.16,105.46182
"2338",0.16,286.76028
"2339",0.16,855.92902
"2340",0.16,787.85004
"2341",0.16,424.24091
"2342",0.16,90.43038
"2343",0.16,15.57822
"2344",0.16,4.57097
"2345",0.16,1.97907
"2346",0.16,0.53151
"2347",0.16,0.31247
"2348",0.16,0.40522
"2349",0.16,0.55895
"2350",0.16,0.87676
"2351",0.16,1.31952
"2352",0.16,3.15844
"2353",0.16,16.79397
"2354",0.16,11.82884
"2355",0.16,5.98887
"2356",0.16,3.72472
"2357",0.16,3.66177
"2358",0.16,5.60428
"2359",0.16,4.31199
"2360",0.16,2.81512
"2361",0.16,65.14447
"2362",0.16,40.08825
"2363",0.16,8.64119
"2364",0.16,6.25384
"2365",0.16,11.27179
"2366",0.16,3.51293
"2367",0.16,1.7807
"2368",0.16,1.1888
"2369",0.16,1.38224
"2370",0.16,3.26735
"2371",0.16,3.84039
"2372",0.16,5.29783
"2373",0.16,4.79637
"2374",0.16,6.582
"2375",0.16,6.56284
"2376",0.16,15.53601
"2377",0.16,47.84542
"2378",0.16,259.17813
"2379",0.16,1213.32458
"2380",0.16,1157.48865
"2381",0.16,374.85168
"2382",0.16,96.7851
"2383",0.16,41.45826
"2384",0.16,8.05959
"2385",0.16,2.50232
"2386",0.16,1.04392
"2387",0.16,0.69692
"2388",0.16,0.33013
"2389",0.16,0.66274
"2390",0.16,1.24702
"2391",0.16,1.53158
"2392",0.16,3.52782
"2393",0.16,7.90462
"2394",0.16,6.95819
"2395",0.16,3.67502
"2396",0.16,4.02297
"2397",0.16,3.03239
"2398",0.16,3.49357
"2399",0.16,3.5011
"2400",0.16,1.43089
"2401",0.13,8.28623
"2402",0.13,5.21304
"2403",0.13,3.86625
"2404",0.13,6.40817
"2405",0.13,6.84247
"2406",0.13,3.89453
"2407",0.13,5.70729
"2408",0.13,1.7748
"2409",0.13,1.30036
"2410",0.13,1.38323
"2411",0.13,3.12208
"2412",0.13,2.76075
"2413",0.13,3.42654
"2414",0.13,7.03291
"2415",0.13,5.94066
"2416",0.13,7.0165
"2417",0.13,8.13678
"2418",0.13,15.06667
"2419",0.13,24.09889
"2420",0.13,41.13327
"2421",0.13,52.14041
"2422",0.13,33.5896
"2423",0.13,37.99097
"2424",0.13,47.1062
"2425",0.13,38.0533
"2426",0.13,66.23928
"2427",0.13,196.28497
"2428",0.13,182.66823
"2429",0.13,205.99352
"2430",0.13,117.12959
"2431",0.13,80.04691
"2432",0.13,150.47614
"2433",0.13,50.02555
"2434",0.13,40.13138
"2435",0.13,27.60377
"2436",0.13,26.72531
"2437",0.13,25.71072
"2438",0.13,21.18565
"2439",0.13,34.45894
"2440",0.13,59.89875
"2441",0.13,5.42866
"2442",0.13,5.45413
"2443",0.13,5.19139
"2444",0.13,4.98646
"2445",0.13,9.87339
"2446",0.13,6.18293
"2447",0.13,2.11212
"2448",0.13,0.9733
"2449",0.13,0.61857
"2450",0.13,1.41125
"2451",0.13,1.88753
"2452",0.13,3.39272
"2453",0.13,4.67358
"2454",0.13,5.35046
"2455",0.13,6.25617
"2456",0.13,8.89469
"2457",0.13,8.84179
"2458",0.13,16.60597
"2459",0.13,30.40578
"2460",0.13,103.91028
"2461",0.13,47.08208
"2462",0.13,36.92332
"2463",0.13,21.99777
"2464",0.13,46.12643
"2465",0.13,41.69063
"2466",0.13,49.15578
"2467",0.13,90.30621
"2468",0.13,112.91743
"2469",0.13,167.35683
"2470",0.13,124.13412
"2471",0.13,111.12096
"2472",0.13,67.3038
"2473",0.13,52.30246
"2474",0.13,26.34735
"2475",0.13,22.93685
"2476",0.13,20.06281
"2477",0.13,21.58297
"2478",0.13,16.41271
"2479",0.13,23.56002
"2480",0.13,17.6829
"2481",0.13,8.87833
"2482",0.13,6.44003
"2483",0.13,10.68237
"2484",0.13,10.46075
"2485",0.13,12.00213
"2486",0.13,7.00816
"2487",0.13,1.48055
"2488",0.13,1.20309
"2489",0.13,0.89975
"2490",0.13,1.99321
"2491",0.13,1.83312
"2492",0.13,4.60114
"2493",0.13,4.03837
"2494",0.13,4.09913
"2495",0.13,5.32138
"2496",0.13,10.64032
"2497",0.13,5.76538
"2498",0.13,7.8453
"2499",0.13,23.71833
"2500",0.13,29.89197
"2501",0.13,35.07388
"2502",0.13,34.2194
"2503",0.13,20.60512
"2504",0.13,33.44253
"2505",0.13,38.32936
"2506",0.13,49.20811
"2507",0.13,82.88827
"2508",0.13,106.45408
"2509",0.13,126.54085
"2510",0.13,121.49537
"2511",0.13,52.08988
"2512",0.13,86.45827
"2513",0.13,54.56723
"2514",0.13,54.74002
"2515",0.13,25.3229
"2516",0.13,30.19353
"2517",0.13,28.17302
"2518",0.13,21.60239
"2519",0.13,16.33263
"2520",0.13,13.86163
"2521",0.13,18.10017
"2522",0.13,14.49778
"2523",0.13,11.89187
"2524",0.13,20.42859
"2525",0.13,10.10897
"2526",0.13,3.63243
"2527",0.13,1.61999
"2528",0.13,0.87139
"2529",0.13,1.30743
"2530",0.13,1.90552
"2531",0.13,2.75082
"2532",0.13,1.91319
"2533",0.13,2.284
"2534",0.13,2.23478
"2535",0.13,3.07795
"2536",0.13,3.3734
"2537",0.13,3.77076
"2538",0.13,4.47678
"2539",0.13,11.06057
"2540",0.13,11.99657
"2541",0.13,16.83058
"2542",0.13,28.48084
"2543",0.13,13.41116
"2544",0.13,17.6498
"2545",0.13,20.54673
"2546",0.13,39.07086
"2547",0.13,42.17246
"2548",0.13,137.66853
"2549",0.13,105.49198
"2550",0.13,78.05872
"2551",0.13,53.42447
"2552",0.13,54.12046
"2553",0.13,55.08805
"2554",0.13,36.03913
"2555",0.13,23.14544
"2556",0.13,21.82632
"2557",0.13,14.49103
"2558",0.13,9.48692
"2559",0.13,6.28546
"2560",0.13,10.69292
"2561",0.13,14.02382
"2562",0.13,9.67986
"2563",0.13,8.69463
"2564",0.13,8.94514
"2565",0.13,4.1557
"2566",0.13,2.51363
"2567",0.13,1.58846
"2568",0.13,1.50115
"2569",0.13,1.89684
"2570",0.13,2.84718
"2571",0.13,2.61693
"2572",0.13,3.77482
"2573",0.13,4.23481
"2574",0.13,2.69259
"2575",0.13,1.6513
"2576",0.13,2.31487
"2577",0.13,3.18376
"2578",0.13,7.48176
"2579",0.13,6.58592
"2580",0.13,7.63095
"2581",0.13,7.56366
"2582",0.13,8.07204
"2583",0.13,6.9121
"2584",0.13,13.03202
"2585",0.13,22.1932
"2586",0.13,19.69326
"2587",0.13,35.40778
"2588",0.13,112.88964
"2589",0.13,57.13077
"2590",0.13,36.77853
"2591",0.13,22.13722
"2592",0.13,33.61351
"2593",0.13,26.23538
"2594",0.13,9.6009
"2595",0.13,9.18306
"2596",0.13,11.36927
"2597",0.13,7.74599
"2598",0.13,6.02798
"2599",0.13,13.23593
"2600",0.13,9.40523
"2601",0.13,10.05856
"2602",0.13,7.90608
"2603",0.13,6.53171
"2604",0.13,4.868
"2605",0.13,3.28822
"2606",0.13,2.03884
"2607",0.13,1.43297
"2608",0.13,1.80557
"2609",0.13,2.74467
"2610",0.13,1.51716
"2611",0.13,3.05356
"2612",0.13,3.00894
"2613",0.13,3.25964
"2614",0.13,2.78542
"2615",0.13,2.05274
"2616",0.13,1.80793
"2617",0.13,2.95746
"2618",0.13,6.8418
"2619",0.13,9.17127
"2620",0.13,17.29976
"2621",0.13,17.66916
"2622",0.13,8.51011
"2623",0.13,11.03016
"2624",0.13,14.86078
"2625",0.13,13.54334
"2626",0.13,13.456
"2627",0.13,22.20837
"2628",0.13,41.85683
"2629",0.13,32.59982
"2630",0.13,19.26865
"2631",0.13,11.2852
"2632",0.13,9.91448
"2633",0.13,13.13498
"2634",0.13,6.10935
"2635",0.13,6.7421
"2636",0.13,4.60302
"2637",0.13,5.50583
"2638",0.13,9.7639
"2639",0.13,12.22817
"2640",0.13,10.11617
"2641",0.13,5.20863
"2642",0.13,3.57967
"2643",0.13,3.44715
"2644",0.13,3.08188
"2645",0.13,3.01622
"2646",0.13,0.91669
"2647",0.13,2.96865
"2648",0.13,1.7931
"2649",0.13,2.16904
"2650",0.13,1.90456
"2651",0.13,3.09837
"2652",0.13,3.73667
"2653",0.13,2.49908
"2654",0.13,3.98582
"2655",0.13,2.92587
"2656",0.13,4.05415
"2657",0.13,4.81233
"2658",0.13,7.47662
"2659",0.13,9.03596
"2660",0.13,26.63741
"2661",0.13,26.77366
"2662",0.13,15.10268
"2663",0.13,6.86889
"2664",0.13,5.01077
"2665",0.13,8.91905
"2666",0.13,8.19838
"2667",0.13,8.68061
"2668",0.13,10.77878
"2669",0.13,11.15815
"2670",0.13,4.66881
"2671",0.13,3.70982
"2672",0.13,4.86737
"2673",0.13,4.37225
"2674",0.13,4.96357
"2675",0.13,2.2413
"2676",0.13,2.42359
"2677",0.13,2.53967
"2678",0.13,5.1077
"2679",0.13,12.60558
"2680",0.13,8.21443
"2681",0.13,8.26756
"2682",0.13,4.40692
"2683",0.13,2.92748
"2684",0.13,2.998
"2685",0.13,3.15543
"2686",0.13,2.91048
"2687",0.13,1.91526
"2688",0.13,3.61361
"2689",0.13,3.54824
"2690",0.13,2.64601
"2691",0.13,3.55049
"2692",0.13,3.57791
"2693",0.13,4.08513
"2694",0.13,3.53014
"2695",0.13,4.55578
"2696",0.13,3.48125
"2697",0.13,5.30537
"2698",0.13,9.13198
"2699",0.13,10.39576
"2700",0.13,15.50167
"2701",0.13,14.87484
"2702",0.13,7.14253
"2703",0.13,2.7466
"2704",0.13,4.56712
"2705",0.13,3.21821
"2706",0.13,4.36586
"2707",0.13,5.29462
"2708",0.13,6.37402
"2709",0.13,5.08312
"2710",0.13,3.92982
"2711",0.13,2.98958
"2712",0.13,4.3292
"2713",0.13,3.49629
"2714",0.13,2.84813
"2715",0.13,4.8947
"2716",0.13,1.96117
"2717",0.13,2.24614
"2718",0.13,5.24761
"2719",0.13,10.61424
"2720",0.13,9.21848
"2721",0.13,11.21197
"2722",0.13,5.98762
"2723",0.13,4.1485
"2724",0.13,4.21433
"2725",0.13,2.65922
"2726",0.13,2.93414
"2727",0.13,3.54183
"2728",0.13,7.25269
"2729",0.13,5.82999
"2730",0.13,2.17294
"2731",0.13,2.62179
"2732",0.13,4.54656
"2733",0.13,6.22436
"2734",0.13,6.51724
"2735",0.13,6.54782
"2736",0.13,4.50035
"2737",0.13,3.66687
"2738",0.13,6.14412
"2739",0.13,8.60229
"2740",0.13,15.32105
"2741",0.13,11.59765
"2742",0.13,7.56679
"2743",0.13,2.24755
"2744",0.13,2.63032
"2745",0.13,3.30945
"2746",0.13,2.88758
"2747",0.13,3.93894
"2748",0.13,3.15002
"2749",0.13,4.51392
"2750",0.13,3.89477
"2751",0.13,1.78921
"2752",0.13,2.9392
"2753",0.13,4.17355
"2754",0.13,5.23037
"2755",0.13,6.34782
"2756",0.13,3.5451
"2757",0.13,4.59337
"2758",0.13,6.95612
"2759",0.13,14.02679
"2760",0.13,15.19752
"2761",0.13,9.94989
"2762",0.13,4.31671
"2763",0.13,5.56679
"2764",0.13,7.13723
"2765",0.13,4.39139
"2766",0.13,2.80226
"2767",0.13,2.58906
"2768",0.13,3.99883
"2769",0.13,3.52158
"2770",0.13,1.23421
"2771",0.13,3.71657
"2772",0.13,4.1509
"2773",0.13,3.53607
"2774",0.13,5.44946
"2775",0.13,8.54689
"2776",0.13,2.99018
"2777",0.13,2.52403
"2778",0.13,3.64008
"2779",0.13,3.41584
"2780",0.13,6.11385
"2781",0.13,13.84069
"2782",0.13,7.01814
"2783",0.13,5.39277
"2784",0.13,3.09338
"2785",0.13,2.76064
"2786",0.13,1.65605
"2787",0.13,2.58691
"2788",0.13,2.62132
"2789",0.13,2.20812
"2790",0.13,2.84598
"2791",0.13,4.16603
"2792",0.13,6.55442
"2793",0.13,8.52772
"2794",0.13,7.4724
"2795",0.13,10.40646
"2796",0.13,8.88549
"2797",0.13,9.16714
"2798",0.13,20.21157
"2799",0.13,18.98147
"2800",0.13,29.5462
"2801",0.13,16.05482
"2802",0.13,11.61044
"2803",0.13,4.34544
"2804",0.13,6.1591
"2805",0.13,4.79319
"2806",0.13,1.63272
"2807",0.13,3.10409
"2808",0.13,4.0607
"2809",0.13,2.44962
"2810",0.13,1.78076
"2811",0.13,3.71092
"2812",0.13,5.91763
"2813",0.13,4.44577
"2814",0.13,4.09542
"2815",0.13,3.32981
"2816",0.13,2.46127
"2817",0.13,3.33726
"2818",0.13,2.97801
"2819",0.13,3.64066
"2820",0.13,3.70163
"2821",0.13,5.18793
"2822",0.13,4.01722
"2823",0.13,4.0287
"2824",0.13,2.73688
"2825",0.13,2.50432
"2826",0.13,1.92271
"2827",0.13,3.74506
"2828",0.13,4.15184
"2829",0.13,2.31769
"2830",0.13,2.89599
"2831",0.13,7.81888
"2832",0.13,30.18646
"2833",0.13,16.56272
"2834",0.13,18.04827
"2835",0.13,13.14291
"2836",0.13,16.26384
"2837",0.13,29.33517
"2838",0.13,34.85342
"2839",0.13,16.99785
"2840",0.13,22.63013
"2841",0.13,9.30477
"2842",0.13,6.44535
"2843",0.13,4.85522
"2844",0.13,7.02845
"2845",0.13,4.64156
"2846",0.13,2.00014
"2847",0.13,2.12995
"2848",0.13,2.36646
"2849",0.13,2.49262
"2850",0.13,1.54735
"2851",0.13,2.61466
"2852",0.13,3.72798
"2853",0.13,6.84027
"2854",0.13,3.62969
"2855",0.13,1.9394
"2856",0.13,1.44212
"2857",0.13,1.61349
"2858",0.13,3.10886
"2859",0.13,3.69403
"2860",0.13,5.51579
"2861",0.13,6.57706
"2862",0.13,5.20843
"2863",0.13,4.81909
"2864",0.13,4.96968
"2865",0.13,3.20876
"2866",0.13,4.21471
"2867",0.13,6.35703
"2868",0.13,6.30109
"2869",0.13,4.58534
"2870",0.13,5.76117
"2871",0.13,23.55744
"2872",0.13,36.20875
"2873",0.13,35.56483
"2874",0.13,41.3183
"2875",0.13,21.14795
"2876",0.13,31.44205
"2877",0.13,45.90746
"2878",0.13,36.24858
"2879",0.13,17.11235
"2880",0.13,12.76919
"2881",0.13,12.69618
"2882",0.13,4.20587
"2883",0.13,5.46317
"2884",0.13,8.24769
"2885",0.13,8.0293
"2886",0.13,6.13969
"2887",0.13,6.54853
"2888",0.13,4.95594
"2889",0.13,4.19626
"2890",0.13,2.94041
"2891",0.13,2.87772
"2892",0.13,3.16359
"2893",0.13,3.43139
"2894",0.13,4.05522
"2895",0.13,2.81723
"2896",0.13,2.59814
"2897",0.13,2.61524
"2898",0.13,2.41103
"2899",0.13,3.8
"2900",0.13,6.5384
"2901",0.13,5.66105
"2902",0.13,10.26377
"2903",0.13,9.29171
"2904",0.13,9.0244
"2905",0.13,5.41663
"2906",0.13,3.27395
"2907",0.13,9.39786
"2908",0.13,11.00433
"2909",0.13,8.58469
"2910",0.13,9.52
"2911",0.13,23.54432
"2912",0.13,32.39008
"2913",0.13,45.33879
"2914",0.13,34.4572
"2915",0.13,46.62208
"2916",0.13,57.76682
"2917",0.13,76.94163
"2918",0.13,59.51471
"2919",0.13,24.63646
"2920",0.13,11.21195
"2921",0.13,10.71049
"2922",0.13,7.57642
"2923",0.13,11.10702
"2924",0.13,4.80291
"2925",0.13,5.73604
"2926",0.13,6.58567
"2927",0.13,11.9327
"2928",0.13,9.5091
"2929",0.13,6.39325
"2930",0.13,6.69718
"2931",0.13,4.63916
"2932",0.13,2.31002
"2933",0.13,2.68599
"2934",0.13,5.87205
"2935",0.13,4.66371
"2936",0.13,5.15301
"2937",0.13,3.95361
"2938",0.13,2.35451
"2939",0.13,2.24924
"2940",0.13,5.33916
"2941",0.13,9.22193
"2942",0.13,13.53548
"2943",0.13,16.02417
"2944",0.13,6.82876
"2945",0.13,5.43012
"2946",0.13,4.95427
"2947",0.13,7.56752
"2948",0.13,7.82301
"2949",0.13,8.4364
"2950",0.13,9.76071
"2951",0.13,15.02535
"2952",0.13,31.34042
"2953",0.13,56.15405
"2954",0.13,87.1426
"2955",0.13,53.78215
"2956",0.13,96.64346
"2957",0.13,170.729
"2958",0.13,178.0092
"2959",0.13,79.47826
"2960",0.13,29.47038
"2961",0.13,16.70259
"2962",0.13,17.01819
"2963",0.13,6.14137
"2964",0.13,6.50881
"2965",0.13,6.69988
"2966",0.13,3.87841
"2967",0.13,7.07589
"2968",0.13,10.64708
"2969",0.13,8.47536
"2970",0.13,9.13064
"2971",0.13,12.38175
"2972",0.13,7.7288
"2973",0.13,6.20761
"2974",0.13,9.0698
"2975",0.13,5.44286
"2976",0.13,4.46987
"2977",0.13,4.39999
"2978",0.13,2.12876
"2979",0.13,4.53033
"2980",0.13,7.69383
"2981",0.13,11.776
"2982",0.13,21.58059
"2983",0.13,20.62858
"2984",0.13,9.84187
"2985",0.13,8.57468
"2986",0.13,9.33574
"2987",0.13,10.60025
"2988",0.13,16.19405
"2989",0.13,11.32808
"2990",0.13,9.74368
"2991",0.13,28.58176
"2992",0.13,42.37828
"2993",0.13,60.88462
"2994",0.13,145.86253
"2995",0.13,206.50485
"2996",0.13,488.34964
"2997",0.13,495.99747
"2998",0.13,668.38861
"2999",0.13,238.18318
"3000",0.13,50.30268
"3001",0.17,21.35321
"3002",0.17,21.94101
"3003",0.17,9.36017
"3004",0.17,8.69991
"3005",0.17,7.36923
"3006",0.17,4.72205
"3007",0.17,4.22711
"3008",0.17,5.68237
"3009",0.17,9.92268
"3010",0.17,22.40849
"3011",0.17,14.70904
"3012",0.17,12.4455
"3013",0.17,9.45865
"3014",0.17,9.4727
"3015",0.17,4.56139
"3016",0.17,3.69748
"3017",0.17,2.91174
"3018",0.17,2.93449
"3019",0.17,3.96232
"3020",0.17,11.80346
"3021",0.17,16.77703
"3022",0.17,14.2594
"3023",0.17,30.36175
"3024",0.17,15.24179
"3025",0.17,17.86853
"3026",0.17,14.81286
"3027",0.17,14.80759
"3028",0.17,20.10984
"3029",0.17,13.37445
"3030",0.17,16.91502
"3031",0.17,43.5663
"3032",0.17,72.17168
"3033",0.17,86.03233
"3034",0.17,170.10139
"3035",0.17,397.12439
"3036",0.17,1046.28223
"3037",0.17,1597.90369
"3038",0.17,1013.28638
"3039",0.17,459.83273
"3040",0.17,145.80087
"3041",0.17,9.60215
"3042",0.17,13.27989
"3043",0.17,8.93017
"3044",0.17,7.7599
"3045",0.17,7.05707
"3046",0.17,8.30319
"3047",0.17,6.50224
"3048",0.17,4.9926
"3049",0.17,11.52664
"3050",0.17,24.44803
"3051",0.17,31.01404
"3052",0.17,12.07193
"3053",0.17,7.76138
"3054",0.17,6.37016
"3055",0.17,3.71204
"3056",0.17,3.13075
"3057",0.17,3.9322
"3058",0.17,5.86259
"3059",0.17,4.85163
"3060",0.17,16.08326
"3061",0.17,23.05574
"3062",0.17,34.0012
"3063",0.17,56.26832
"3064",0.17,19.01159
"3065",0.17,18.53398
"3066",0.17,21.3951
"3067",0.17,16.19432
"3068",0.17,18.89997
"3069",0.17,15.59808
"3070",0.17,27.25498
"3071",0.17,76.48392
"3072",0.17,177.23634
"3073",0.17,349.98227
"3074",0.17,313.63306
"3075",0.17,989.04675
"3076",0.17,1473.27686
"3077",0.17,2639.52271
"3078",0.17,2092.47852
"3079",0.17,1015.98535
"3080",0.17,318.11624
"3081",0.17,19.9556
"3082",0.17,8.78753
"3083",0.17,10.60013
"3084",0.17,9.26508
"3085",0.17,8.35703
"3086",0.17,6.2614
"3087",0.17,5.32308
"3088",0.17,3.55509
"3089",0.17,8.43888
"3090",0.17,13.11958
"3091",0.17,28.86109
"3092",0.17,11.35415
"3093",0.17,7.52898
"3094",0.17,4.44394
"3095",0.17,3.25648
"3096",0.17,4.62497
"3097",0.17,4.65816
"3098",0.17,7.55345
"3099",0.17,11.24229
"3100",0.17,22.84037
"3101",0.17,34.05362
"3102",0.17,38.21765
"3103",0.17,38.61965
"3104",0.17,24.58549
"3105",0.17,13.03714
"3106",0.17,10.18033
"3107",0.17,10.69852
"3108",0.17,19.8269
"3109",0.17,38.46708
"3110",0.17,50.51733
"3111",0.17,82.13543
"3112",0.17,140.80751
"3113",0.17,394.63196
"3114",0.17,707.69031
"3115",0.17,788.37756
"3116",0.17,1036.93616
"3117",0.17,1059.50757
"3118",0.17,754.21906
"3119",0.17,803.3681
"3120",0.17,588.58185
"3121",0.17,22.89557
"3122",0.17,14.29123
"3123",0.17,12.13669
"3124",0.17,9.08226
"3125",0.17,7.56469
"3126",0.17,7.15928
"3127",0.17,5.75807
"3128",0.17,3.01537
"3129",0.17,4.98528
"3130",0.17,14.14421
"3131",0.17,13.66934
"3132",0.17,10.80501
"3133",0.17,6.6325
"3134",0.17,4.75998
"3135",0.17,3.7582
"3136",0.17,6.24302
"3137",0.17,7.10148
"3138",0.17,10.10572
"3139",0.17,15.91844
"3140",0.17,28.3342
"3141",0.17,46.3099
"3142",0.17,34.22281
"3143",0.17,25.89052
"3144",0.17,17.71027
"3145",0.17,12.16278
"3146",0.17,5.39346
"3147",0.17,6.25831
"3148",0.17,14.46347
"3149",0.17,39.33818
"3150",0.17,73.43411
"3151",0.17,77.39626
"3152",0.17,166.66505
"3153",0.17,420.73291
"3154",0.17,600.87415
"3155",0.17,807.46167
"3156",0.17,759.76886
"3157",0.17,369.5361
"3158",0.17,346.02905
"3159",0.17,389.5993
"3160",0.17,881.31165
"3161",0.17,25.86328
"3162",0.17,21.04256
"3163",0.17,12.34703
"3164",0.17,7.57555
"3165",0.17,3.55428
"3166",0.17,6.68451
"3167",0.17,3.92801
"3168",0.17,5.04712
"3169",0.17,5.53596
"3170",0.17,9.71164
"3171",0.17,15.30857
"3172",0.17,5.38875
"3173",0.17,3.51068
"3174",0.17,1.82176
"3175",0.17,2.35724
"3176",0.17,4.71457
"3177",0.17,11.42438
"3178",0.17,10.67819
"3179",0.17,22.75541
"3180",0.17,21.0666
"3181",0.17,39.86454
"3182",0.17,27.27011
"3183",0.17,21.98191
"3184",0.17,7.44216
"3185",0.17,3.55562
"3186",0.17,4.75032
"3187",0.17,5.34422
"3188",0.17,9.82424
"3189",0.17,40.80063
"3190",0.17,70.24454
"3191",0.17,92.69625
"3192",0.17,169.52704
